__sheet__,__page__,#,מה נדרש ממך,בחירה,מילוי,הערות אייל,סטטוס סעיף,הכרעה נדרשת מ,סיווג,הסעיף,סקשן אצל אייל,הכשל,התוכן הדרוש,התיקון,נתיב קוד,קישור,אפשרויות לבחירה,הערות סוכן,הערות נימרוד,תאריך הכרעה
עמוד · כושי בלאנטיס,R1-17,KSH-03,בסקשן הכתבות אין קבצים במסמך. הדביקו כתבות או אמרו בלי כתבות.,,,,הוקפא,—,ברור,כתבות מהעיתונות,SECTION 11,"DEV NOTES: להוסיף תמונות כתבות אם קיימות, בלי שם קובץ. החי מציג קופסת «ממתין לאישור» עם קישור /press/ שהומצא.","כתבות/תמונות (קישור או קובץ במילוי), או «בלי כתבות».","שיבוץ החומר, או השארת העמוד בלי הסקשן. הקופסה והקישור ל-/press/ יורדים (אין תוכן = אין רכיב).",kushi-blantis-defaults.php SECTION 11,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,יש כתבות — הדביקו קבצים או קישורים בעמודת מילוי. בלי כתבות — הסקשן לא יוצג.,גל 11: כתבות בהמשך. אפס PHP. הוקפא.,,
עמוד · כושי בלאנטיס,R1-17,KSH-04,ב«עוד רגעים מהדרך» המסמך מבקש תמונות נוספות בלי קובץ. הדביקו קבצים או אמרו שאין.,,,,בוצע,—,ברור,עוד רגעים מהדרך,SECTION 14,"DEV NOTES: תמונות נוספות אם קיימות, לא לשכפל את גלריה 05, בלי שם קובץ. החי מציג קופסת «ממתין לאישור».","קבצים או קישורים, או «אין תמונות».",שיבוץ התמונות או השארת העמוד בלי הסקשן.,kushi-blantis-defaults.php SECTION 14,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,יש תמונות — הדביקו קבצים או קישורים בעמודת מילוי. אין תמונות — הסקשן לא יוצג.,גל 7 21.8.26. אותן תמונות כמו KSH-02 — אין גלריה שנייה. Composer PASS.,,
עמוד · כושי בלאנטיס,R1-17,KSH-05,בקישור «לעמוד אייל עמית» הכתובת שבמסמך מובילה ל-404. הדביקו כתובת חיה או אמרו להוריד את הקישור.,,,,בוצע,—,ברור,קישור אודות,SECTION 08,https://www.eyalamit.co.il/about/ הוא 404 בייצור. בסטייג'ינג יש גם /about/ וגם /eyal-amit/ (שני עמודים שונים) — לא נבחר במקומך.,"URL חי, או «להוריד את הקישור». שאר פסקאות 08 כבר במסמך.",לפי המילוי או הבחירה.,kushi-blantis-defaults.php SECTION 08,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,יש כתובת — הדביקו בעמודת מילוי. להוריד את הקישור — נשאר «לעמוד אייל עמית» בלי href.,גל 7 21.8.26. קישור אודות → /eyal-amit/. Composer PASS.,,
עמוד · כושי בלאנטיס,R1-17,KSH-06,—,,,,בוצע,—,ברור,סדר 01–04+07–08 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08,em ב-H1; תג «הספר»; «לחצו לקריאת הקטע המלא»; חסר קו ההפרדה בקטע; ספליט+תמונה; .reveals+H3+תשע תמונות; גלריה אחרי FAQ; 14 לפני 12; כיתובים/lead/pending שהומצאו; /press/ שהומצא.,"SECTION 01–04 ו-07–08 ככתבם, בסדר המסמך. H1: כושי בלאנטיס. בלי em, בלי תג, בלי reveals, בלי תמונת 04. אקורדיון 03 עם כפתור המסמך + הקו. 08 בלי href עד KSH-05.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-muzza-defaults.php.,kushi-blantis-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. מדיה KSH-01/02/03/04 לא יורדת מההירו/גלריה עד בחירת אייל; תמונות ה-reveals והספליט כן יורדות (אינן במסמך).,,
עמוד · כושי בלאנטיס,R1-17,KSH-07,—,,,,בוצע,—,ברור,שאלות נפוצות — 6 מהמסמך,SECTION 10,"faqblock CPT cats:kushi-blantis בסדר אחר מהמסמך (כבד/קל ראשון, סיפור אמיתי שלישי). ששת הנוסחים כן מהמסמך.",שש השאלות מ-SECTION 10 שורות 205–221 בסדר המסמך.,"faq-inline, בלי לגעת ב-block-faq-list.php וב-inc/data/*.json.",kushi-blantis-defaults.php SECTION 10,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,"פאזה א׳ 18.8.26. «236 עמודים» בשורה 215 — במסמך, מותר. ממתין ל-GO BUILD.",,
עמוד · כושי בלאנטיס,R1-17,KSH-08,—,,,,בוצע,—,ברור,"CTA רכישה מנדלי, בלי קופסת GI",SECTION 06 · 09 · 12,כל כפתורי הרכישה → mrng.to של חבילת שלושת הספרים; 69 ₪ בהירו; תוויות מורנינג/חשבונית; כפתור מודפס+אלקטרוני ב-09; temp_note GI. אף אחד לא במסמך.,06: מודפס «קישור יתווסף בהמשך» + מנדלי. 09: כפתור אחד «לרכישת הספר הדיגיטלי» → מנדלי. 12: «לרכישת הספר» → מנדלי. הירו בלי כפתור מחיר.,הדבקת בייטי המסמך. מחיקת temp_note / cta2 / 69 / mrng.to. תקדים BK-03. WP-EI-01 לא נפתח.,kushi-blantis-defaults.php phero.cta + SECTION 06/09/12,http://eyalamit-co-il-2026.s887.upress.link/books/kushi-blantis/,,ה-URL מ-kushi_full.md SECTION 06/09/12 (mendele.co.il/product/kushibelantis/ — 200). לא הומצא כפתור/מחיר מודפס. DEV NOTE שורה 135 אוסר להמציא קישור מודפס.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-01,בתמונת הרקע של ההירו אין קובץ במסמך. בחרי מה לעשות.,,,,בוצע,—,ברור,תמונת הירו,SECTION 01,"DEV NOTES מבקשים רקע מדרום אמריקה / טיול, בלי שם קובץ. כרגע tsva-bechol-cover.jpg (עטיפה) בהירו.",להשאיר / להחליף (קישור או שם קובץ במילוי) / בלי תמונה.,לפי הבחירה. הטקסט מ-SECTION 01 מודבק בנפרד (TSV-04). כפתור 59 ₪ יורד עם TSV-06.,tsva-bekahol-defaults.php phero.media,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,להשאיר את תמונת ההירו הקיימת. להחליף — הדביקו קישור או שם קובץ בעמודת מילוי. בלי תמונה — נשארים H1 והתת.,טרקר←מציאות 21.8.26. אייל 19.8: להשאיר הירו. אפס PHP.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-02,בגלריות המסמך מבקש תמונות בלי קבצים בתיקייה. הדביקו קבצים או אמרו בלי תמונות.,,,,בוצע,—,ברור,גלריות הספר והטיול,SECTION 05 · SECTION 14,שמות לדוגמה (book-cover / inside / trip / trip-final) בלי קובץ. החי: עטיפה אחת + חמישה כרטיסי pending. אין תוכן = אין רכיב — הפנדings יורדים ב-TSV-04.,"קבצים/קישורים, או «בלי תמונות».",שיבוץ התמונות או השארת העמוד בלי גלריות.,tsva-bekahol-defaults.php SECTION 05 · 14 gallery,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,"בלי תמונות — נשאר הטקסט כמו במסמך, בלי גלריה. יש תמונות — הדביקו קישורים או שמות קבצים בעמודת מילוי.",גל 7 21.8.26. גלריה מהדף הישן (45 תמונות). Composer PASS VERDICT-S006-W7-BOOKS.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-03,בבלוק «כתבות מהעיתונות» אין קובץ במסמך. הדביקו כתבה או אמרו בלי כתבה.,,,,הוקפא,—,ברור,כתבות מהעיתונות,SECTION 11,"המסמך: אקורדיון + press-article-01.jpg לדוגמה, בלי קובץ. החי: קופסת «ממתין לאישור» + קישור /press/ שהומצא.","קובץ או קישור, או «בלי כתבה».","שיבוץ הכתבה באקורדיון, או השארת העמוד בלי הבלוק.",tsva-bekahol-defaults.php SECTION 11,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,יש כתבה — הדביקו קישור או שם קובץ בעמודת מילוי. בלי כתבה — הבלוק לא יוצג.,גל 11: כתבות בהמשך. אפס PHP. הוקפא.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-04,—,,,,בוצע,—,ברור,סדר 01–04+07–08 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08,em ב-H1; תג «הספר»; תת מקוצר; H2 כפול על הירו; garden.jpg; סדר 07/08/FAQ לפני 05; גלריות pending; עיתונות pending+/press/; כותרת 14 שהומצאה.,"SECTION 01–04 ו-07–08 ככתבם, בסדר המסמך. H1: צבע בכחול וזרוק לים. בלי em, בלי כפילות הירו, בלי garden, בלי pending. כפתור 03: קטע מתוך הספר – לקריאה. 08 → /about/.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-kushi/muzza. לא לרנדר 05/11/14 עד TSV-02/03.,tsva-bekahol-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. הקטע המלא ב-03 כבר ככתבו. 2001/מהדורה עשירית במסמך — נשארות.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-05,—,,,,בוצע,—,ברור,שאלות ותשובות — 5 מהמסמך,SECTION 10,"faqblock CPT cats:tsva-bekahol בסדר אחר מהמסמך (סגנון ראשון, מוצ'ילרים שלישי). חמשת הנוסחים כן מהמסמך.",חמש השאלות מ-SECTION 10 שורות 316–329 בסדר המסמך.,"faq-inline, בלי לגעת ב-block-faq-list.php וב-inc/data/*.json.",tsva-bekahol-defaults.php SECTION 10,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,פאזה א׳ 18.8.26. «להינות» / «ימכר» ככתבם. ממתין ל-GO BUILD.,,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-06,—,,,,בוצע,—,ברור,רכישה מודפסת מ-06 + CTA 12 בלי GI/מחיר,SECTION 06 · SECTION 12,מחיר 59 ₪; כפתורי «לרכישה מאובטחת (חשבונית ירוקה)» ו-CTA-band כפולים ל-mrng.to של חבילת שלושת הספרים; temp_note GI. במסמך: מודפס → צור קשר; דיגיטלי → מנדלי (TSV-07).,"06: ניתן לרכוש… + עותק מודפס + [לרכישת עותק מודפס – צרו קשר](/contact/). 12: שלוש השורות ככתבן, בלי כפתור רכישה עד TSV-07. בלי 59, בלי mrng.to, בלי temp_note.",הדבקה; הקופסאות יורדות. תקדים BK-03. לא לגעת ב-product-cta.php / chapters-commerce.php. WP-EI-01/02 נדחים.,tsva-bekahol-defaults.php SECTION 06 · 09 · 12 + phero.cta,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,,"פאזה א׳ 18.8.26. ה-mrng.to החי הוא קישור חבילת מוזה, לא הספר הזה. כפתור דיגיטלי = TSV-07. ממתין ל-GO BUILD.",,
עמוד · צבע בכחול וזרוק לים,R1-18,TSV-07,בקישור מנדלי במסמך מגיעים ל-404. הדביקו כתובת חיה או אמרו להוריד את הקישור הדיגיטלי.,,,,בוצע,—,לא ברור,רכישה דיגיטלית,SECTION 06 · 09 · 12,המסמך מצביע ל-mendele.co.il/product/tsvabacholvezorekleyam/ — 404. החי מחליף ב-mrng.to של חבילת הספרים (יורד ב-TSV-06). אין בייטים חיים להדבקה.,"URL חי בעמודת מילוי, או «להוריד את הקישור». טקסט 06/09/12 מודבק בנפרד.",לפי המילוי או הבחירה. בלי קישור — אין כפתור דיגיטלי (אין תוכן = אין רכיב).,tsva-bekahol-defaults.php SECTION 06 digital · 09 · 12 button,http://eyalamit-co-il-2026.s887.upress.link/books/tsva-bekahol/,"יש כתובת — הדביקו בעמודת מילוי. להוריד את הקישור — נשארים טקסט המודפס ופרוזת 12, בלי כפתור דיגיטלי.",נימרוד 22.8: להשאיר tzvabekahol. נבדק עכשיו: https://www.mendele.co.il/product/tzvabekahol/ = HTTP 200 · tsvabacholvezorekleyam = HTTP 404. החי כבר על ה-URL החי. אפס PHP.,,
עמוד · וכתבת,R1-19,VKT-01,בתמונת הרקע של ההירו (כריכת הספר) אין קובץ במסמך. בחרי מה לעשות.,,,,בוצע,—,ברור,תמונת הירו,SECTION 01,"DEV NOTES מבקשים תמונת כריכת הספר במסך מלא, בלי שם קובץ. כרגע vekatavt-cover.jpg בהירו. תיקיית החומר ריקה ממדיה.",להשאיר / להחליף (קישור או שם קובץ במילוי) / בלי תמונה.,לפי הבחירה. H1 והכפתור מודבקים ב-VKT-03/04.,vekatavta-defaults.php phero.media,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,"להשאיר את תמונת ההירו הקיימת. להחליף — הדביקו קישור או שם קובץ בעמודת מילוי. בלי תמונה — הטקסט והכפתור נשארים, אין רקע.",טרקר←מציאות 21.8.26. אייל 19.8: להשאיר הירו. אפס PHP.,,
עמוד · וכתבת,R1-19,VKT-02,בגלריה המסמך מבקש תמונות בלי קובץ. הדביקו קבצים או אמרו בלי גלריה.,,,,בוצע,—,ברור,גלריית תמונות מתוך הספר,SECTION 05,שלוש שורות טקסט בלי שם קובץ. החי: עטיפה + שני מצייני «ממתין לאישור» (April/Drive). המציינים אינם במסמך. אין תוכן = אין רכיב לסלוט ריק.,"קבצים/קישורים, או «בלי גלריה». שלוש הפסקאות נשארות.",שיבוץ התמונות או הסרת המציינים והעטיפה. לא משאירים כרטיס ריק.,vekatavta-defaults.php gallery,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,"יש תמונות — הדביקו קישורים או שמות קבצים בעמודת מילוי. בלי גלריה — שלוש הפסקאות נשארות, המציינים והעטיפה יורדים.",גל 7 21.8.26. גלריה מהדף הישן (95 תמונות). Composer PASS VERDICT-S006-W7-BOOKS.,,
עמוד · וכתבת,R1-19,VKT-03,—,,,,בוצע,—,ברור,סדר 01–14 + הירו בלי em + הסרת כרום צוות,SECTION 01–04 · 07–08 · 11 · 14,em ב-H1; תג «ספר»; תת מחובר בנקודה; H2 ממשפט ראשון; קטע מתקפל; היקיקומורי במקום היקוקומורי/היקוקמורי; לוכתבת ב-strong כולל למ״ד; split+פורטרט; .reveals+H3+תמונות אתר; H2 «בין השורות»; קופסאות ממתין ב-11 וב-14 + /press/. סדר 07 לפני 06/05; 14 לפני 12.,"SECTION 01–04 ו-07–08 ו-11 ו-14 ככתבם, בסדר המסמך. H1: וכתבת בלי em. H2 מהשם אחרי ## (לא משפט ראשון, לא «תוכן»). 03 עם שבירת שורות המסמך. 11 = המשפט שורה 306 בלבד.",הדבקה מילה-במילה בסדר המסמך במקום הכרום. לא להעתיק מ-kushi-blantis-defaults.php. גלריה/CTA/FAQ = VKT-02/04/05.,vekatavta-defaults.php,http://eyalamit-co-il-2026.s887.upress.link/books/vekatavta/,,פאזה א׳ 18.8.26. אין סקירה — md הוא הרצוי. WP-EI-01/02 לא נפתחו. 1998 / 46 / 252 / כ־8 שנים / למעלה משני עשורים כן במסמך — נשארים.,,
